,id,overview,title,release_date,popularity,vote_average,vote_count
1674,149509,"In the aftermath of his girlfriend's mysterious death, a young man awakens to strange horns sprouting from his temples.",Horns,2013-09-06,15.433,6.3,2295
1675,44706,"Two rival ""brothers-in-law"" make a bet that they can stop smoking for 2 weeks. But, it's just not that easy...",The Bet,1997-10-15,7.396,6.284,464
1676,11465,"The story of Jerry Lee Lewis, arguably the greatest and certainly one of the wildest musicians of the 1950s. His arrogance, remarkable talent, and unconventional lifestyle often brought him into conflict with others in the industry, and even earned him the scorn and condemnation of the public.",Great Balls of Fire!,1989-06-30,12.387,6.284,315
1677,9543,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",Prince of Persia: The Sands of Time,2010-05-19,33.823,6.284,6765
1678,169,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,Predator 2,1990-11-21,52.514,6.284,3347
1679,155084,"Drowning in debt as he's about to get married, a bright but meek salesman receives a mysterious phone call informing him that he's on a hidden-camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",13 Sins,2014-04-11,31.92,6.3,1101
1680,399248,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",Beirut,2018-04-11,10.039,6.279,552
1681,274167,"The story of a mild-mannered radio executive who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.",Daddy's Home,2015-12-25,33.535,6.279,3213
1682,158852,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",Tomorrowland,2015-05-19,59.445,6.279,6992
1683,16288,"Three macabre tales from the latest issue of a boy's favorite comic book, dealing with a vengeful wooden Native American, a monstrous blob in a lake, and an undying hitchhiker.",Creepshow 2,1987-05-01,14.077,6.3,587
1684,9373,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",The Texas Chainsaw Massacre,2003-05-21,40.065,6.279,2646
1685,703451,"When best friends and total opposites Debbie and Peter swap homes for a week, they get a peek into each other's lives that could open the door to love.",Your Place or Mine,2023-02-10,17.385,6.275,777
1686,608195,A group of World War II American soldiers encounter a supernatural enemy as they occupy a French castle previously under Nazi control.,Ghosts of War,2020-07-03,11.535,6.3,550
1687,567690,"Evan Hansen, a high schooler with social anxiety, unintentionally gets caught up in a lie after the family of a classmate who committed suicide mistakes one of Hansen’s letters for their son’s suicide note.",Dear Evan Hansen,2021-09-24,15.48,6.275,329
1688,468219,"William has failed to kill himself so many times that he outsources his suicide to aging assassin Leslie. But with the contract signed and death assured within a week (or his money back), William suddenly discovers reasons to live... However Leslie is under pressure from his boss to make sure the contract is completed.",Dead in a Week (Or Your Money Back),2018-09-12,7.841,6.275,340
1689,438590,The life of a teenage boy is forever altered by a chance encounter with cutting edge military technology.,A-X-L,2018-08-23,16.25,6.3,1167
1690,10534,"In 1960, a hardy group of prep school students boards an old-fashioned sailing ship. With Capt. Christopher Sheldon at the helm, the oceangoing voyage is intended to teach the boys fortitude and discipline. But the youthful crew are about to get some unexpected instruction in survival when they get caught in the clutches of a white squall storm.",White Squall,1996-02-02,18.654,6.273,365
1691,8838,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",Mercury Rising,1998-04-03,18.747,6.273,1532
1692,284276,"After having visions of a member of her support group who killed herself, a woman who also suffers with chronic pain seeks out the widower of the suicide.",Cake,2014-09-07,21.108,6.272,893
1693,280092,"A twisted new tale of terror begins for a teenage girl and her family, and revealing more mysteries of the otherworldly realm, 'The Further'.",Insidious: Chapter 3,2015-05-28,34.959,6.272,3365
1694,134374,"Daniel Lugo, manager of the Sun Gym in 1990s Miami, decides that there is only one way to achieve his version of the American dream: extortion. To achieve his goal, he recruits musclemen Paul and Adrian as accomplices. After several failed attempts, they abduct rich businessman Victor Kershaw and convince him to sign over all his assets to them. But when Kershaw makes it out alive, authorities are reluctant to believe his story.",Pain & Gain,2013-04-18,43.462,6.3,4479
1695,10483,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",Death Race,2008-08-22,54.333,6.269,3786
1696,589761,The aftermath of a shocking explosion at the Chernobyl nuclear power station made hundreds of people sacrifice their lives to clean up the site of the catastrophe and to successfully prevent an even bigger disaster that could have turned a large part of the European continent into an uninhabitable exclusion zone. This is their story.,Chernobyl: Abyss,2021-04-15,32.138,6.268,514
1697,446101,"After an anonymous hacker begins leaking the private data of thousands living in a small American town, the townspeople spiral into madness, with four high school seniors at the center of the maelstrom.",Assassination Nation,2018-09-21,14.583,6.268,835
1698,16325,"Mysterious cell phone messages promise a young American engineer untold wealth - then make him the target of a deadly international plot. Dangerous security operatives chase the engineer across the globe, while a powerful government official pursues a mysterious agenda that threatens the stability of the entire world.",Echelon Conspiracy,2009-02-27,14.478,6.3,451
1699,760868,"To end an apocalyptic war and save her daughter, a reluctant soldier embarks on a desperate mission to cross a frozen sea carrying a top-secret cargo.",Black Crab,2022-03-18,17.606,6.3,826
1700,182415,"Like all sixteen-year-olds, Leo prefers the company of friends, motorbike rides and music to school. None of the teachers seem to be able to arouse his interest until the arrival in his class of a young history and philosophy substitute who, with his modern methods, helps him see the world with different eyes. In love with Beatrice, the ethereal girl of his dreams, Leo divides the world by colours. Beatrice is the red of love but he is forced to confront his own beliefs and fears when he discovers that the girl is suffering from leukemia, a disease that he links to white, a symbol of emptiness and loss.","White as Milk, Red as Blood",2013-04-02,7.059,6.3,612
1701,34813,"On a mission deep in the Bolivian jungle, a team of elite commandos finds itself on the receiving end of a lethal betrayal. Now presumed dead, the men join forces with a mysterious operative named Aisha to hunt down their enemy and even the score.",The Losers,2010-04-23,18.706,6.263,1817
1702,10207,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",Message in a Bottle,1999-02-22,16.33,6.268,766
1703,9896,"In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",Rat Race,2001-08-17,23.283,6.3,1788
1704,2246,"A tale about a happily married couple who would like to have children. Tracy teaches infants, Andy's a college professor. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",Malice,1993-09-29,12.094,6.3,459
1705,6282,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.",Coyote Ugly,2000-07-30,26.326,6.26,2092
1706,801071,"When a vintage Jack-in-the-box is opened by a dying woman, she enters into a deal with the demon within that would see her illness cured in return for helping it claim six innocent victims.",The Jack in the Box: Awakening,2022-02-24,21.227,6.259,357
1707,334521,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shoot-out and a game of survival.",Free Fire,2017-03-31,15.738,6.3,1128
1708,301355,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles.",Message from the King,2017-05-10,10.349,6.259,451
1709,1035048,A single father and two women venture from the safety of their homes to face monstrous creatures to save the life of a young boy.,Elevation,2024-11-07,1005.191,6.258,351
1710,526007,"Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realises he must stop the real murderer before she becomes the next victim.",The Night Clerk,2020-02-19,25.013,6.3,798
1711,433808,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",The Ritual,2017-10-11,44.633,6.3,3022
1712,9922,"In 2013, there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the United States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare, and something yet undiscovered: the power to inspire hope.",The Postman,1997-12-25,24.539,6.3,1072
1713,2619,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",Splash,1984-03-09,24.696,6.254,1357
1714,2135,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds mankind divided into two warring races.",The Time Machine,2002-03-04,32.463,6.254,2275
1715,121734,"Tad is a celebrity archaeologist and adventurer just like his hero Max Mordon... in his dreams! In reality, Tad is a Chicago construction worker. One day, however, he is mistaken for a real professor and takes his place on a flight to Peru in search of the lost city of Paititi.","Tad, the Lost Explorer",2012-08-10,21.799,6.2,569
1716,2990,A couple works hard to renovate their dream house and become landlords to pay for it. Unfortunately one of their tenants has plans of his own.,Pacific Heights,1990-09-28,16.841,6.25,370
1717,952701,"After an impulsive travel decision to visit friends, Freddie, 25, returns to South Korea for the first time, where she was born before being adopted and raised in France. Freddie suddenly finds herself embarking on an unexpected journey in a country she knows so little about, taking her life in new and unexpected directions.",Return to Seoul,2022-11-18,10.209,6.2,360
1718,738652,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.",Copshop,2021-09-09,21.841,6.2,780
1719,27578,"Barney Ross leads a band of highly skilled mercenaries including knife enthusiast Lee Christmas, a martial arts expert Yin Yang, heavy weapons specialist Hale Caesar, demolitionist Toll Road, and a loose-cannon sniper Gunner Jensen. When the group is commissioned by the mysterious Mr. Church to assassinate the dictator of a small South American island, Barney and Lee visit the remote locale to scout out their opposition and discover the true nature of the conflict engulfing the city.",The Expendables,2010-08-03,62.724,6.2,7775
1720,4520,"On his sprawling country estate, an aging writer matches wits with the struggling actor who has stolen his wife's heart.",Sleuth,2007-10-12,11.303,6.2,535
1721,467660,A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,Unsane,2018-03-22,14.652,6.2,1515
1722,254128,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",San Andreas,2015-05-27,85.215,6.244,8576
1723,24124,"A caretaker at a summer camp is burned when a prank goes tragically wrong. After several years of intensive treatment at hospital, he is released back into society, albeit missing some social skills. What follows is a bloody killing spree with the caretaker making his way back to his old stomping ground to confront one of the youths that accidentally burned him.",The Burning,1981-05-08,14.722,6.2,402
1724,15969,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",The Return of Jafar,1994-05-20,35.206,6.244,3350
1725,10521,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,Bride Wars,2009-01-09,20.866,6.242,3023
1726,1041613,"An American nun embarks on a new journey when she joins a remote convent in the Italian countryside. However, her warm welcome quickly turns into a living nightmare when she discovers her new home harbours a sinister secret and unspeakable horrors.",Immaculate,2024-03-20,100.569,6.2,1304
1727,296065,"Rookie police officer Jessica Loren has been assigned the last shift at a closing police station and must wait for a hazmat crew to collect biomedical evidence. Ordered not to leave the station under any circumstances, Jessica comes to learn that it's more than just an outdated station, it's home to the ultimate embodiment of evil and his devoted bloodthirsty followers. Jessica is left to fend for herself in the Devil's playground.",Last Shift,2014-10-25,13.053,6.2,599
1728,10479,A Marine Colonel is brought to court-martial after ordering his men to fire on demonstrators surrounding the American embassy in Yemen.,Rules of Engagement,2000-04-07,16.008,6.2,707
1729,2770,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",American Pie 2,2001-08-10,46.814,6.24,4926
1730,209262,"November 22nd, 1963 was a day that changed the world forever — when young American President John F. Kennedy was assassinated in Dallas, Texas. This film follows, almost in real time, a handful of individuals forced to make split-second decisions after an event that would change their lives and forever alter the world’s landscape.",Parkland,2013-10-02,10.477,6.2,363
1731,513268,"As a police officer investigates the gruesome murder of her colleague, she discovers that a mysterious supernatural force is behind it.",Body Cam,2020-05-19,20.621,6.235,353
1732,141043,"Four lost souls—a disgraced TV presenter, a foul-mouthed teen, an isolated single mother, and a solipsistic muso—decide to end their lives on the same night, New Year's Eve. When this disillusioned quartet of strangers meet unintentionally at the same suicide hotspot, a London high-rise with the well-earned nickname Topper's Tower, they mutually agree to call off their plans for six weeks, forming an unconventional, dysfunctional family. They become media sensations as the Topper House Four and search together for the reasons to keep on living.",A Long Way Down,2014-03-20,10.188,6.235,879
1733,126277,A young medical student struggling to pay tuition is drawn into the shady world of underground body-modification.,American Mary,2013-01-11,33.111,6.2,526
1734,79548,"Jill Conway is trying to rebuild her life after surviving a terrifying kidnapping attempt. Though she is having a difficult time, she takes small steps toward normalcy by starting a new job and inviting her sister, Molly, to move in with her. Returning home from work one morning, Jill discovers that Molly has vanished, and she is certain that the same man who previously abducted her has returned for revenge.",Gone,2012-02-23,15.175,6.2,1143
1735,153518,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",The Angry Birds Movie,2016-05-11,34.476,6.231,3678
1736,10730,An oil company expedition disturbs the peace of a giant ape and brings him back to New York to exploit him.,King Kong,1976-09-08,22.232,6.2,841
1737,707,A newly-developed microchip designed by Zorin Industries for the British Government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the KGB. James Bond must find out how and why. His suspicions soon lead him to big industry leader Max Zorin who forms a plan to destroy his only competition in Silicon Valley by triggering a massive earthquake in the San Francisco Bay.,A View to a Kill,1985-05-24,28.513,6.231,1979
1738,510388,"When their car breaks down, a couple on the run headed southbound for a fresh start in the Sunshine State break into a nearby house looking for a new set of wheels. What they find instead is a dark secret, and a sweet-as-pie pair of homeowners who will do anything to keep it from getting out.",Villains,2019-09-20,12.814,6.2,405
1739,88794,"As the face of law enforcement in the United States for almost 50 years, J. Edgar Hoover was feared and admired, reviled and revered. But behind closed doors, he held secrets that would have destroyed his image, his career, and his life.",J. Edgar,2011-11-09,14.555,6.23,2423
1740,49040,New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,The Bourne Legacy,2012-08-08,33.567,6.227,5694
1741,1844,"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",Entrapment,1999-04-29,26.207,6.227,2022
1742,196867,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",Annie,2014-12-18,52.692,6.2,1278
1743,77950,The tale of an ordinary garden snail who dreams of winning the Indy 500.,Turbo,2013-07-11,49.603,6.226,3375
1744,49494,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca, Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.",The Eagle,2011-02-08,20.314,6.2,1305
1745,10657,"A mysterious new shop opens in a small town which always seems to stock the deepest desires of each shopper, with a price far heavier than expected.",Needful Things,1993-08-27,12.55,6.2,546
1746,9061,A Harvard professor is lured back into the courtroom after twenty-five years to take the case of a young black man condemned to death for the horrific murder of a child.,Just Cause,1995-02-17,13.149,6.2,558
1747,1727,"An FBI informant has kept his new identity secret for 15 years. Now an old flame has recognised him, and the bad guys are back for revenge.",Bird on a Wire,1990-05-18,20.778,6.223,931
1748,486101,"An extended family reunites after a long time to celebrate the 50th wedding anniversary of their grandparents on an idyllic island. However, they remain stranded there for longer than expected, causing secrets and long-held grudges to break out.",There's No Place Like Home,2018-02-14,8.39,6.222,715
1749,33217,"Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",Diary of a Wimpy Kid,2010-03-19,30.422,6.2,1593
1750,3604,A football player and his mates travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,Flash Gordon,1980-09-01,19.435,6.22,982
1751,467,Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.,The Hole,2001-04-20,11.519,6.22,821
1752,586451,"While grieving for the loss of their mother, the Connolly sisters suddenly find they have a crime to cover up, leading them deep into the underbelly of their salty Maine fishing village.",Blow the Man Down,2019-04-26,10.375,6.2,303
1753,441701,"In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment.",Veronica,2017-08-25,28.39,6.2,1735
1754,369300,A series of murders has shaken the community to the point where people believe that only a legendary creature from dark times – the mythical Golem – must be responsible.,The Limehouse Golem,2016-10-18,11.652,6.218,641
1755,428078,"Many thousands of years in the future, Earth’s cities roam the globe on huge wheels, devouring each other in a struggle for ever diminishing resources. On one of these massive traction cities, the old London, Tom Natsworthy has an unexpected encounter with a mysterious young woman from the wastelands who will change the course of his life forever.",Mortal Engines,2018-11-27,34.735,6.215,4703
1756,82532,"Dispatched from his basement room on an errand for his mother, slacker Jeff might discover his destiny (finally) when he spends the day with his brother as he tracks his possibly adulterous wife.","Jeff, Who Lives at Home",2012-03-16,7.564,6.2,629
1757,80585,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",Rock of Ages,2012-06-13,15.216,6.2,1265
1758,43933,"Six years ago NASA discovered the possibility of alien life within our solar system. A probe was launched to collect samples, but crashed upon re-entry over Central America. Soon after, new life forms began to appear and half of Mexico was quarantined as an infected zone. Today, the American and Mexican military still struggle to contain ""the creatures,"" while a journalist agrees to escort a shaken tourist through the infected zone in Mexico to the safety of the U.S. border.",Monsters,2010-06-18,15.027,6.2,1579
1759,17281,"A home, a motorcar, servants, the latest fashions: the most eligible and most finicky bachelor in Paris offers them all to Gigi. But she, who's gone from girlish gawkishness to cultured glamour before our eyes, yearns for that wonderful something money can't buy.",Gigi,1958-05-15,14.28,6.2,318
1760,1059064,"Rory and Cobby are unlikely partners thrown together for a heist. But when it goes awry, they team up to outrun police, backward bureaucrats, and a vengeful crime boss.",The Instigators,2024-08-02,58.573,6.2,427
1761,109439,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",The Hangover Part III,2013-05-23,59.215,6.211,8682
1762,32657,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,77.008,6.211,7484
1763,23082,"Set in a world where the concept of lying doesn't exist, a loser changes his lot when he invents lying and uses it to get ahead.",The Invention of Lying,2009-10-02,20.235,6.211,2124
1764,17339,"World War II, 1943. Mallory and Miller, the heroes who destroyed the guns of Navarone, are sent to Yugoslavia in search of a ghost from the past.",Force 10 from Navarone,1978-08-16,13.577,6.211,304
1765,69798,"High school graduation just wouldn’t be complete without an un-chaperoned, uninhibited and unforgettable final holiday. At least that’s what Will, Jay, Simon and Neil think when they book a two-week stay on an exotic Greek island. As their dreams of sun-drenched days and booze-filled nights are left hopelessly unfulfilled, the lads fight their way into the party scene with hilariously humiliating results.",The Inbetweeners Movie,2011-08-19,11.304,6.205,906
1766,17494,"After a break-in at their house, a couple gets help from one of the cops who answered their call. He helps them install a security system, begins dropping by on short notice and unofficial patrol angling to pry into the couple's problems with the wife. The husband begins wondering if they're getting too much help.",Unlawful Entry,1992-06-26,13.828,6.205,303
1767,11598,"A series of loosely connected skits that spoof news programs, commercials, porno films, kung-fu films, disaster films, blaxploitation films, spy films, mafia films, and the fear that somebody is watching you on the other side of the TV.",The Kentucky Fried Movie,1977-08-10,9.908,6.2,315
1768,9619,"Volcanologist Harry Dalton comes to the sleepy town of Dante's Peak to investigate the recent rumblings of the dormant volcano the burg is named for. Before long, his worst fears are realized when a massive eruption hits, and immediately, Harry, the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare.",Dante's Peak,1997-02-07,35.609,6.205,1871
1769,302156,"CIA Agent Bill Pope is on a mission to track down a shadowy hacker named 'The Dutchman'. When he gets mysteriously killed, an experimental procedure transfers his memories into a dangerous ex-convict. When he wakes up Pope's memories, his mission is to eliminate The Dutchman before the hacker launches ICBMs and starts World War III.",Criminal,2016-04-07,21.677,6.2,1746
1770,11591,"A brain surgeon marries a femme fatale, causing his life to turn upside down. Things go more awry when he falls in love with a talking brain.",The Man with Two Brains,1983-06-10,8.724,6.2,426
1771,9611,"Two not-too-bright party girls reinvent themselves for their high school reunion. Armed with a borrowed Jaguar, new clothes and the story of their success as the inventors of Post-It notes, Romy and Michele descend on their alma mater, but their façade crumbles quickly.",Romy and Michele's High School Reunion,1997-04-25,14.714,6.2,528
1772,50619,The new found married bliss of Bella Swan and vampire Edward Cullen is cut short when a series of betrayals and misfortunes threatens to destroy their world.,The Twilight Saga: Breaking Dawn - Part 1,2011-11-16,75.122,6.2,8792
1773,9836,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",Happy Feet,2006-11-16,51.288,6.199,5119
1774,393717,"One of the members of a gang of thieves commits a serious mistake that force them to work for a ruthless gang of drug dealers, endangering the future of the team, their lives and those of their families.",The Crew,2016-05-04,7.733,6.2,334
1775,338947,"A young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension.",Hellraiser,2022-09-28,26.591,6.2,837
1776,330112,"When new kid in town Ed Wallis is given an assignment to interview an older person, he turns to his mysterious neighbor, Ashby Holt for help.  That new connection leads to unexpected journeys for both of them, as Ashby – who turns out to be a retired CIA assassin – deals with a terminal prognosis, and Ed deals with adjusting to life with his newly single mom and developing relationship with a brainy classmate, Eloise.",Ashby,2015-04-19,8.123,6.195,443
1777,26320,"The story of Elliot Tiber and his family, who inadvertently played a pivotal role in making the famed Woodstock Music and Arts Festival into the happening that it was. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers thinking he could drum up some much-needed business for his parents' run-down motel. Three weeks later, half a million people are on their way to his neighbor’s farm in White Lake, New York, and Elliot finds himself swept up in a generation-defining experience that would change his life–and American culture–forever.",Taking Woodstock,2009-08-26,10.347,6.2,437
1778,11665,"When members of the nefarious crime syndicate KAOS attack the U.S. spy agency Control and the identities of secret agents are compromised, the Chief has to promote hapless but eager analyst Maxwell Smart to field agent. He is partnered with veteran and capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil world-domination plans of KAOS and its crafty operative?",Get Smart,2008-06-19,25.299,6.195,3590
1779,9694,"People mysteriously start receiving voicemail messages from their future selves, in the form of the sound of them reacting to their own violent deaths, along with the exact date and time of their future death, listed on the message log. The plot thickens as the surviving characters pursue the answers to this mystery which could save their lives.",One Missed Call,2003-11-03,11.244,6.2,421
1780,7942,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",Run Fatboy Run,2007-09-06,9.311,6.192,684
1781,279690,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.,He Never Died,2015-12-18,12.775,6.191,478
1782,85872,"A veteran chef faces off against his restaurant group's new CEO, who wants to the establishment to lose a star from its rating in order to bring in a younger chef who specializes in molecular gastronomy.",Le Chef,2012-03-07,17.353,6.191,591
1783,9621,"Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.",Elizabethtown,2005-10-14,9.687,6.191,1105
1784,133931,"Set in a bustling bird city on the edge of the majestic Victoria Falls, ""Zambezia"" is the story of Kai - a naïve, but high-spirited young falcon who travels to the bird city of ""Zambezia"" where he discovers the truth about his origins and, in defending the city, learns how to be part of a community.",Zambezia,2012-06-05,17.221,6.2,301
1785,11418,"The Griswolds win a vacation to Europe on a game show, and so pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.",National Lampoon's European Vacation,1985-07-25,25.003,6.186,874
1786,694234,"While vacationing on the crowded beaches of Riccione, a group of teenagers becomes fast friends as they grapple with relationship issues and romance.",Under the Riccione Sun,2020-07-01,9.533,6.2,554
1787,227300,A hard-luck limo driver struggling to go straight and pay off a debt to his bookie takes on a job with a crazed passenger whose sought-after ledger implicates some seriously dangerous criminals.,Stretch,2014-10-14,9.565,6.2,652
1788,11683,"The world is full of zombies and the survivors have barricaded themselves inside a walled city to keep out the living dead. As the wealthy hide out in skyscrapers and chaos rules the streets, the rest of the survivors must find a way to stop the evolving zombies from breaking into the city.",Land of the Dead,2005-06-18,34.827,6.185,1590
1789,674607,"Anticipating a disaster, Antoine, a father, attends a survivalist training given by Alain in his autonomous hideout. In fear of a natural, economic or social crisis, the group trains to face the different possible apocalyptic scenarios. But the disaster they will experience will not be the one they predicted.",The Decline,2020-02-27,7.157,6.184,416
1790,11357,Michael returns to Haddonfield for Jamie Lloyd – the orphaned daughter of Laurie Strode – and her babysitter Rachel. Can Dr. Loomis stop him before the unholy slaughter reaches his innocent young niece?,Halloween 4: The Return of Michael Myers,1988-10-21,25.829,6.18,1918
1791,11164,"After Gordon Bombay's hockey comeback is cut short he is named coach of Team USA Hockey for the Junior Goodwill Games. Bombay reunites the Mighty Ducks and introduces a few new players, however, he finds himself distracted by his newfound fame and must regather if the Ducks are to defeat tournament favourites Iceland.",D2: The Mighty Ducks,1994-03-25,16.481,6.18,604
1792,774741,Greg Heffley is a scrawny but ambitious kid with an active imagination and big plans to be rich and famous – he just has to survive middle school first.,Diary of a Wimpy Kid,2021-12-02,22.58,6.179,349
1793,69668,"Publisher Will Atenton quits a lucrative job in New York to relocate his wife, Libby, and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",Dream House,2011-09-29,12.046,6.179,1349
